3.555268433629866109e+00,-2.511216697100643103e+00,2.865212588276541794e+00,5.727589415883075352e-01,-2.410588675481674326e+00,7.855113353241375274e-01,2.329106290045817929e+00,1.651549782793892973e-01,4.920109202405429927e-01,-7.924143799611631511e-01,-8.851413679253219424e-01,-2.276063955929422455e+00,1.307665751854164116e+00,1.572103068935298553e-01,1.587967112589630636e+00,7.637495907735378405e-03,-8.950746097761927977e-01,7.686141694600164831e-01,-3.925666616434344003e-01,6.543785182839102488e-01,-1.120199767914089373e+00,-7.375527215960526739e-01,-6.549832462382316756e-01,-4.170477343111111401e-01,2.436544454955811734e+00,5.314256023874854851e-01,1.876303340454037905e+00,1.819618359211092828e+00,-1.493869931995452649e-01,2.052242726456118938e+00,1.169537428285030711e-01,3.026997275291059414e-02,2.056900376844059863e+01
-3.488330447980649396e+00,-2.539490420024800077e+00,-7.202647280135725527e-01,2.497879877568666807e+00,-9.480281925608327054e-01,-2.012672844803374606e+00,2.143088598455195337e-01,1.629161204770980809e-01,-1.050077409148012952e+00,3.616975902342889349e-01,6.122941037451847812e-01,1.671378072500483425e-01,-3.133244251476863945e-03,5.070477155089837540e-01,-1.769893364102965494e+00,-4.047882973504095538e-01,2.584349698113859728e-01,2.850607784707918091e-01,-5.033089334146807481e-01,-1.253892965012508576e+00,7.844733835341118899e-01,8.199660793122484082e-01,-4.659069783971303003e-01,3.062892332864032285e-01,-4.632594364030866857e-02,1.016055379227296829e+00,-7.246038931607993172e-01,-1.802763395919729117e+00,-2.376661771929822753e-01,7.608725867989825087e-01,1.960871965147465423e-01,-8.522785679181023311e-02,1.733732295666730039e+01
1.278068202803416487e+00,-1.634012878796722745e+00,-4.685528053917694891e+00,-2.031084200477166202e-01,-1.345230601004477666e+00,-3.637327111389514478e-01,8.380567853072298234e-01,9.982046934289117157e-01,-1.173565117854741713e+00,2.213903570734014892e+00,6.663048426261168888e-01,-1.832413464439774042e+00,-6.427940535227005814e-02,-1.253989329991014534e+00,3.685132209496077005e-01,1.129984601688752033e+00,9.796934753841457511e-01,1.264292529185844782e-01,-1.225025255508500388e+00,6.836711257729888302e-02,1.235866126031560208e+00,1.494653390245491709e+00,-5.626663623796359648e-01,-2.394255048507856753e-01,2.883781173483397353e-01,4.796216789610795450e-01,7.948451125079304402e-01,9.174906135331555301e-01,3.161493192594305168e-01,-2.719696414709673604e-01,-2.512603663586303604e-01,2.122533410535307891e-02,1.657626716968210090e+01
-3.460299671076320305e+00,-3.501600902238893198e+00,-7.873391278848143049e-01,2.568710420002933592e+00,4.560250768918917785e+00,-1.677959598185897017e+00,-1.021861872023510420e+00,-3.437548244894845340e+00,-9.721841271088630387e-01,1.083570540719271669e-01,1.428028842802152143e+00,9.379783755464611572e-02,-1.456569582093394377e-01,1.292912321806245046e+00,5.524586128470713176e-01,-1.522431935590880858e+00,-1.852716267924499727e+00,8.135885137209664109e+00,-1.533866486286184827e+00,1.948820310262002975e+00,1.767487840534260446e+00,1.736548244624795290e+00,1.682390185437086794e-01,-1.075258762808042778e+00,8.405119852159234628e-02,-5.603865471440397927e-01,1.221397111422220516e-01,1.179935015328806847e+00,-9.975287729448737428e-01,3.329692721516823162e-01,-1.446779560246042873e-01,-3.317189362158289023e-02,1.787104889068979929e+01
1.608282621633339682e+00,3.206648486818820309e+00,-2.008331647933051745e+00,8.318221922841090299e-01,-1.757683984254917675e+00,-3.059234476743582509e-01,-2.571340192789320356e-01,6.647607164224103027e-01,9.318702756065944115e-02,9.652669263493419693e-01,-9.304432627782852627e-01,-1.673715427950924761e+00,1.032785232769994010e+00,5.858168545263228166e-01,-1.102738188748108028e+00,-2.868242195157868046e+00,1.506040535293678984e+00,-1.091295428068168372e+00,-8.689232566162619076e-02,2.877526308830177904e+00,2.387289762701286122e+00,2.146903277142701683e+00,6.962683413921596509e-01,7.382373542664517618e-01,-4.562647120592240313e-01,1.194420740112678958e+00,-2.549638490522416756e-01,3.027540750583828655e-01,-2.932403831662546145e-01,9.006215716306105457e-02,-4.431353987885214285e-01,-8.506898457740602604e-02,2.048227378168889956e+01
3.837030698938939555e+00,4.908662129673271174e-02,4.141122057941638346e+00,8.366590004489165011e-01,-9.709612658101155480e-01,1.255875164885702222e-01,-1.860018069275720221e+00,7.875929629140795973e-02,1.144254308591162062e+00,-2.329402850791389146e-01,2.508183839365199855e-02,-2.220241600002905435e-01,3.769370892220114122e-02,-3.757126558663462235e-01,-5.183721226853450492e-01,4.665948886023887354e-01,3.558113192615006137e-01,3.121598167151807823e-01,8.440343385750632976e-02,-3.777968099357075782e-01,-5.229330387953614601e-01,1.093473652064875373e-01,-4.799140545156262982e-01,2.819540602174946953e-01,-8.426551890797205902e-01,-9.090801954824437869e-01,3.443582181525864372e-01,-4.050559546702113267e-01,-3.527582443871276063e-01,-2.473691754286631295e-01,8.017076029289209316e-02,-5.236651919209176637e-02,2.279507056954779998e+01
1.631442340558344251e+00,3.162933806248444668e+00,-1.596091342492987453e+00,9.950907654205366493e-01,6.326736052831016810e-01,1.619299688976668372e-01,1.089345783294309866e+00,1.700547681380719212e+00,1.478626224552204604e+00,7.812091744987955666e-01,5.122851863174471970e-02,-2.717585336245563532e+00,1.459471333312299501e+00,-3.936958036309751163e-01,3.286714377860878167e-01,-1.948295298237446849e-01,-6.773077891114689386e-01,2.458533667539271050e-01,6.830917482738093627e-01,-5.374972653860460303e-01,1.005063577336515190e-01,-5.583852011361661871e-01,-4.410126884204655928e-01,4.541776735735674753e-01,-1.328169891322287521e-01,-4.131260304608644907e-01,1.040361364148182366e+00,-2.110382238915883557e-01,-8.861093583003779584e-01,-3.764103146618252849e-01,-5.194723254705446713e-01,-6.125457779913617146e-02,2.153325160710259922e+01
7.057151290420584644e-01,1.227996717402936033e+00,-1.663853302231662168e+00,7.893710233223281136e-01,-2.016104690918734677e-01,1.676652257677046842e+00,-2.616964407153049343e+00,-1.486317100209561426e+00,-1.347817328119268021e+00,-2.477116251093311183e-01,1.249908001081966535e+00,1.384531706063412804e+00,-1.168243447860893403e+00,9.908513910315630557e-02,8.037622332696220395e-01,7.934848699624625912e-01,2.432750449206901311e-01,-2.064648959309527687e-01,5.393678471957464859e-01,4.126719839654429678e-01,-6.807962777273013355e-01,-6.488609284065086635e-01,2.138134401116976169e-01,-3.283162808349340822e-02,3.853395509819589893e-01,3.601341134861650306e-01,2.856803821573762892e-01,4.199836430823277178e-01,-1.775734614631503672e-01,4.262779941275797457e-02,-2.288200304450666578e-01,4.244333959464866024e-02,2.090539326748589843e+01
-4.400783454948370199e+00,-5.596243109945178013e-02,1.552450876780720579e+00,-2.559643089002476835e+00,3.311777545306575088e-01,1.468934422040260257e+00,-1.336880834735288737e+00,-1.757553683547491419e+00,8.949101153602311287e-01,2.683520309509472845e-01,-7.599344534821352859e-01,-4.105231704622073763e-01,2.000957404647493443e-01,-1.850587411352732081e-01,2.578986222441950193e+00,6.769054497630945244e-01,-2.244665403152762639e+00,-1.369072122743526965e+00,-4.858711778811629078e-01,6.827646267805573821e-01,-1.588182479082120624e+00,1.559631112699689792e+00,-3.438954361297692497e-01,2.949538485677493105e-01,-2.708600225923891158e-01,8.950269395158590990e-01,-6.971528001752808068e-01,-9.756316098426190964e-01,-1.704591858248240277e-01,-2.425086044677408903e-01,2.933610538800606737e-01,-8.685830411463174583e-02,1.951380678630379961e+01
-4.153624002485880595e+00,8.577199786750415722e-01,2.040285958537781941e+00,-2.200769513824991197e+00,1.366103270893903154e+00,1.510469565548381299e+00,-1.209716322373036057e+00,-8.095750389248279610e-01,6.387196374753822958e-02,4.178400515551079081e-02,-4.450185482789913854e-02,1.592531460486155348e+00,4.743594111290907911e+00,-1.582224894598198706e+00,-1.003079152269447327e+00,-3.595782979785878963e-02,9.718133927312430087e-01,2.784704018556076743e-01,-3.264867606517148357e-01,-1.171454505759924158e+00,1.215613848120988161e+00,-2.992477659029280090e-01,-1.586895256895333173e+00,-8.135780965559467059e-01,4.966687588889776017e-01,6.460200033985468160e-01,1.813299837799913494e-01,-1.343870851892359441e+00,2.964709619534232621e-01,-5.487487000237788182e-02,1.317461517574969598e-01,-7.136123795121634972e-02,2.272083581133430030e+01
